island structure and short distance dependency,island structure and long distance dependency (ungrammatical),nonisland structure and long distance dependency,nonisland structure and short distance dependency
Chi si domanda se io abbia apprezzato il regalo?,Cosa ti domandi se io abbia apprezzato?,Cosa pensi che io abbia apprezzato?,Chi pensa che io abbia apprezzato il regalo?
Chi si domanda se io abbia risolto il problema?,Cosa ti domandi se io abbia risolto?,Cosa pensi che io abbia risolto?,Chi pensa che io abbia risolto il problema?
Chi si domanda se io abbia superato l'esame?,Cosa ti domandi se io abbia superato?,Cosa pensi che io abbia superato?,Chi pensa che io abbia superato l'esame?
Chi si domanda se io abbia infranto gli accordi?,Cosa ti domandi se io abbia infranto?,Cosa pensi che io abbia infranto?,Chi pensa che io abbia infranto gli accordi?
Chi si domanda se io abbia mantenuto la promessa?,Cosa ti domandi se io abbia mantenuto?,Cosa pensi che io abbia mantenuto?,Chi pensa che io abbia mantenuto la promessa?
Chi si domanda se io abbia tradito la fiducia?,Cosa ti domandi se io abbia tradito?,Cosa pensi che io abbia tradito?,Chi pensa che io abbia tradito la fiducia?
Chi si domanda se io abbia studiato la teoria?,Cosa ti domandi se io abbia studiato?,Cosa pensi che io abbia studiato?,Chi pensa che io abbia studiato la teoria?
Chi si domanda se io abbia violato la legge?,Cosa ti domandi se io abbia violato?,Cosa pensi che io abbia violato?,Chi pensa che io abbia violato la legge?
Chi si domanda se io abbia diffuso la notizia?,Cosa ti domandi se io abbia diffuso?,Cosa pensi che io abbia diffuso?,Chi pensa che io abbia diffuso la notizia?
Chi si domanda se io abbia ritrovato il portafogli?,Cosa ti domandi se io abbia ritrovato?,Cosa pensi che io abbia ritrovato?,Chi pensa che io abbia ritrovato il portafogli?
Chi si domanda se io abbia riparato il frigorifero?,Cosa ti domandi se io abbia riparato?,Cosa pensi che io abbia riparato?,Chi pensa che io abbia riparato il frigorifero?
Chi si domanda se io abbia organizzato la festa?,Cosa ti domandi se io abbia organizzato?,Cosa pensi che io abbia organizzato?,Chi pensa che io abbia organizzato la festa?
Chi si domanda se io abbia preso il treno?,Cosa ti domandi se io abbia preso?,Cosa pensi che io abbia preso?,Chi pensa che io abbia preso il treno?
Chi si domanda se io abbia completato la costruzione?,Cosa ti domandi se io abbia completato?,Cosa pensi che io abbia completato?,Chi pensa che io abbia completato la costruzione?
Chi si domanda se io abbia approvato la domanda?,Cosa ti domandi se io abbia approvato?,Cosa pensi che io abbia approvato?,Chi pensa che io abbia approvato la domanda?
Chi si domanda se io abbia presentato l’emendamento?,Cosa ti domandi se io abbia presentato?,Cosa pensi che io abbia presentato?,Chi pensa che io abbia presentato l’emendamento?
Chi si domanda se io abbia comprato un telefono?,Cosa ti domandi se io abbia comprato?,Cosa pensi che io abbia comprato?,Chi pensa che io abbia comprato un telefono?
Chi si domanda se io abbia presentato l'iscrizione?,Cosa ti domandi se io abbia presentato?,Cosa pensi che io abbia presentato?,Chi pensa che io abbia presentato l'iscrizione?
Chi si domanda se io abbia aumentato l’affitto?,Cosa ti domandi se io abbia aumentato?,Cosa pensi che io abbia aumentato?,Chi pensa che io abbia aumentato l'affitto?
Chi si domanda se io abbia tosato il prato?,Cosa ti domandi se io abbia tosato?,Cosa pensi che io abbia tosato?,Chi pensa che io abbia tosato il prato?
Chi si domanda se io abbia stirato la camicia?,Cosa ti domandi se io abbia stirato?,Cosa pensi che io abbia stirato?,Chi pensa che io abbia stirato la camicia?
Chi si domanda se io abbia vinto il premio?,Cosa ti domandi se io abbia vinto?,Cosa pensi che io abbia vinto?,Chi pensa che io abbia vinto il premio?
Chi si domanda se io abbia corretto l’errore?,Cosa ti domandi se io abbia corretto?,Cosa pensi che io abbia corretto?,Chi pensa che io abbia corretto l’errore?
Chi si domanda se io abbia affondato la barca?,Cosa ti domandi se io abbia affondato?,Cosa pensi che io abbia affondato?,Chi pensa che io abbia affondato la barca?
Chi si domanda se io abbia spento la luce?,Cosa ti domandi se io abbia spento?,Cosa pensi che io abbia spento?,Chi pensa che io abbia spento la luce?
Chi si domanda se io abbia guadagnato denaro?,Cosa ti domandi se io abbia guadagnato?,Cosa pensi che io abbia guadagnato?,Chi pensa che io abbia guadagnato denaro?
Chi si domanda se io abbia disegnato una vignetta?,Cosa ti domandi se io abbia disegnato?,Cosa pensi che io abbia disegnato?,Chi pensa che io abbia disegnato una vignetta?
Chi si domanda se io abbia scritto la lettera?,Cosa ti domandi se io abbia scritto?,Cosa pensi che io abbia scritto?,Chi pensa che io abbia scritto la lettera?
Chi si domanda se io abbia versato la quota?,Cosa ti domandi se io abbia versato la quota?,Cosa pensi che io abbia versato?,Chi pensa che io abbia versato la quota?
Chi si domanda se io abbia modificato la bozza?,Cosa ti domandi se io abbia modificato?,Cosa pensi che io abbia modificato?,Chi pensa che io abbia modificato la bozza?
Chi si domanda se io abbia ottenuto un aumento?,Cosa ti domandi se io abbia ottenuto?,Cosa pensi che io abbia ottenuto?,Chi pensa che io abbia ottenuto un aumento?
Chi si domanda se io abbia fatto la valigia?,Cosa ti domandi se io abbia fatto?,Cosa pensi che io abbia fatto?,Chi pensa che io abbia fatto la valigia?
Chi si domanda se io abbia raccontato una storia?,Cosa ti domandi se io abbia raccontato?,Cosa pensi che io abbia raccontato?,Chi pensa che io abbia raccontato una storia?
Chi si domanda se io abbia adottato un gatto?,Cosa ti domandi se io abbia adottato?,Cosa pensi che io abbia adottato?,Chi pensa che io abbia adottato un gatto?
Chi si domanda se io abbia riscosso il pagamento?,Cosa ti domandi se io abbia riscosso?,Cosa pensi che io abbia riscosso?,Chi pensa che io abbia riscosso il pagamento?
Chi si domanda se io abbia restaurato la credenza?,Cosa ti domandi se io abbia restaurato?,Cosa pensi che io abbia restaurato?,Chi pensa che io abbia restaurato la credenza?
Chi si domanda se io abbia rivisto la mia decisione?,Cosa ti domandi se io abbia rivisto?,Cosa pensi che io abbia rivisto?,Chi pensa che io abbia rivisto la mia decisione?
Chi si domanda se io abbia aggiunto il pepe?,Cosa ti domandi se io abbia aggiunto?,Cosa pensi che io abbia aggiunto?,Chi pensa che io abbia aggiunto il pepe?
Chi si domanda se io abbia abbattuto il muro?,Cosa ti domandi se io abbia abbattuto?,Cosa pensi che io abbia abbattuto?,Chi pensa che io abbia abbattuto il muro?
Chi si domanda se io abbia avanzato la proposta?,Cosa ti domandi se io abbia avanzato?,Cosa pensi che io abbia avanzato?,Chi pensa che io abbia avanzato la proposta?
Chi si domanda se io abbia elaborato il programma?,Cosa ti domandi se io abbia elaborato?,Cosa pensi che io abbia elaborato?,Chi pensa che io abbia elaborato il programma?
Chi si domanda se io abbia fondato un'azienda?,Cosa ti domandi se io abbia fondato?,Cosa pensi che io abbia fondato?,Chi pensa che io abbia fondato un'azienda?
Chi si domanda se io abbia riscritto il capitolo?,Cosa ti domandi se io abbia riscritto?,Cosa pensi che io abbia riscritto?,Chi pensa che io abbia riscritto il capitolo?
Chi si domanda se io abbia rifiutato l'offerta?,Cosa ti domandi se io abbia rifiutato?,Cosa pensi che io abbia rifiutato?,Chi pensa che io abbia rifiutato l'offerta?
Chi si domanda se io abbia recensito il ristorante?,Cosa ti domandi se io abbia recensito?,Cosa pensi che io abbia recensito?,Chi pensa che io abbia recensito il ristorante?
Chi si domanda se io abbia pubblicato un articolo?,Cosa ti domandi se io abbia pubblicato?,Cosa pensi che io abbia pubblicato?,Chi pensa che io abbia pubblicato un articolo?
Chi si domanda se io abbia acquisito la documentazione?,Cosa ti domandi se io abbia acquisito?,Cosa pensi che io abbia acquisito?,Chi pensa che io abbia acquisito la documentazione?
Chi si domanda se io abbia formulato la richiesta?,Cosa ti domandi se io abbia formulato?,Cosa pensi che io abbia formulato?,Chi pensa che io abbia formulato la richiesta?
Chi si domanda se io abbia abbandonato la riunione?,Cosa ti domandi se io abbia abbandonato?,Cosa pensi che io abbia abbandonato?,Chi pensa che io abbia abbandonato la riunione?
Chi si domanda se io abbia lucidato l'argenteria?,Cosa ti domandi se io abbia lucidato?,Cosa pensi che io abbia lucidato?,Chi pensa che io abbia lucidato l'argenteria?
Chi si domanda se io abbia preparato la ricetta?,Cosa ti domandi se io abbia preparato?,Cosa pensi che io abbia preparato?,Chi pensa che io abbia preparato la ricetta?
Chi si domanda se io abbia inviato un reclamo?,Cosa ti domandi se io abbia inviato?,Cosa pensi che io abbia inviato?,Chi pensa che io abbia inviato un reclamo?
Chi si domanda se io abbia registrato la trasmissione?,Cosa ti domandi se io abbia registrato?,Cosa pensi che io abbia registrato?,Chi pensa che io abbia registrato la trasmissione?
Chi si domanda se io abbia previsto la situazione?,Cosa ti domandi se io abbia previsto?,Cosa pensi che io abbia previsto?,Chi pensa che io abbia previsto la situazione?
Chi si domanda se io abbia terminato la chiamata?,Cosa ti domandi se io abbia terminato?,Cosa pensi che io abbia terminato?,Chi pensa che io abbia terminato la chiamata?
Chi si domanda se io abbia dimenticato l'ombrello?,Cosa ti domandi se io abbia dimenticato?,Cosa pensi che io abbia dimenticato?,Chi pensa che io abbia dimenticato l'ombrello?
Chi si domanda se io abbia escluso l'ipotesi?,Cosa ti domandi se io abbia escluso?,Cosa pensi che io abbia escluso?,Chi pensa che io abbia escluso l'ipotesi?
Chi si domanda se io abbia accertato la scorrettezza?,Cosa ti domandi se io abbia accertato?,Cosa pensi che io abbia accertato?,Chi pensa che io abbia accertato la scorrettezza?
Chi si domanda se io abbia cambiato cellulare?,Cosa ti domandi se io abbia cambiato?,Cosa pensi che io abbia cambiato?,Chi pensa che io abbia cambiato cellulare?
